レポート開始日,レポート終了日,キャンペーン名,広告セット名,広告名,日,結果,結果インジケーター,リーチ,フリークエンシー,インプレッション,消化金額 (JPY),結果の単価,リンクのクリック,CTR(リンククリックスルー率),クリック(すべて),"CPM(1,000インプレッション単価) (JPY)",CPC(リンククリックの単価) (JPY),ランディングページビュー,購入,購入のコンバージョン値,購入ROAS(広告費用対効果),動画の3秒再生数,ThruPlay,アトリビューション設定
2026-08-07,2026-08-07,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-07,1,actions:offsite_conversion.fb_pixel_purchase,719,1.07,766,1689,1689.00,11,1.44,18,2204.96,153.55,10,1,7937,4.70,,,7日間のクリックまたは1日間のビュー
2026-08-08,2026-08-08,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-08,1,actions:offsite_conversion.fb_pixel_purchase,606,1.24,754,1854,1854.00,14,1.86,23,2458.89,132.43,12,1,6823,3.68,,,7日間のクリックまたは1日間のビュー
2026-08-09,2026-08-09,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-09,,actions:offsite_conversion.fb_pixel_purchase,775,1.06,818,2012,,11,1.34,22,2459.66,182.91,8,,,,,,7日間のクリックまたは1日間のビュー
2026-08-10,2026-08-10,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-10,,actions:offsite_conversion.fb_pixel_purchase,630,1.10,696,1545,,13,1.87,21,2219.83,118.85,10,,,,,,7日間のクリックまたは1日間のビュー
2026-08-11,2026-08-11,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-11,,actions:offsite_conversion.fb_pixel_purchase,643,1.20,770,1766,,12,1.56,23,2293.51,147.17,10,,,,,,7日間のクリックまたは1日間のビュー
2026-08-12,2026-08-12,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-12,1,actions:offsite_conversion.fb_pixel_purchase,738,1.06,780,1662,1662.00,11,1.41,18,2130.77,151.09,9,1,7000,4.21,,,7日間のクリックまたは1日間のビュー
2026-08-13,2026-08-13,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-13,,actions:offsite_conversion.fb_pixel_purchase,854,1.09,935,2095,,18,1.93,33,2240.64,116.39,16,,,,,,7日間のクリックまたは1日間のビュー
2026-08-14,2026-08-14,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-14,1,actions:offsite_conversion.fb_pixel_purchase,910,1.18,1076,2190,2190.00,16,1.49,31,2035.32,136.88,13,1,8307,3.79,,,7日間のクリックまたは1日間のビュー
2026-08-15,2026-08-15,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-15,1,actions:offsite_conversion.fb_pixel_purchase,818,1.25,1020,2172,2172.00,14,1.37,25,2129.41,155.14,10,1,6436,2.96,,,7日間のクリックまたは1日間のビュー
2026-08-16,2026-08-16,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-16,1,actions:offsite_conversion.fb_pixel_purchase,863,1.23,1062,2309,2309.00,17,1.60,33,2174.20,135.82,13,1,8755,3.79,,,7日間のクリックまたは1日間のビュー
2026-08-17,2026-08-17,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-17,1,actions:offsite_conversion.fb_pixel_purchase,740,1.15,849,2004,2004.00,11,1.30,22,2360.42,182.18,9,1,6327,3.16,,,7日間のクリックまたは1日間のビュー
2026-08-18,2026-08-18,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-18,,actions:offsite_conversion.fb_pixel_purchase,751,1.19,892,1994,,12,1.35,22,2235.43,166.17,9,,,,,,7日間のクリックまたは1日間のビュー
2026-08-19,2026-08-19,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-19,1,actions:offsite_conversion.fb_pixel_purchase,876,1.16,1013,2169,2169.00,17,1.68,28,2141.16,127.59,13,1,8510,3.92,,,7日間のクリックまたは1日間のビュー
2026-08-20,2026-08-20,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-20,1,actions:offsite_conversion.fb_pixel_purchase,818,1.07,875,2101,2101.00,14,1.60,23,2401.14,150.07,12,1,7682,3.66,,,7日間のクリックまたは1日間のビュー
2026-08-21,2026-08-21,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-21,,actions:offsite_conversion.fb_pixel_purchase,824,1.16,955,2209,,16,1.68,26,2313.09,138.06,12,,,,,,7日間のクリックまたは1日間のビュー
2026-08-22,2026-08-22,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-22,,actions:offsite_conversion.fb_pixel_purchase,907,1.14,1037,2137,,16,1.54,31,2060.75,133.56,13,,,,,,7日間のクリックまたは1日間のビュー
2026-08-23,2026-08-23,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-23,1,actions:offsite_conversion.fb_pixel_purchase,799,1.19,949,2337,2337.00,16,1.69,30,2462.59,146.06,12,1,8427,3.61,,,7日間のクリックまたは1日間のビュー
2026-08-24,2026-08-24,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-24,1,actions:offsite_conversion.fb_pixel_purchase,675,1.17,791,1941,1941.00,15,1.90,25,2453.86,129.40,12,1,7845,4.04,,,7日間のクリックまたは1日間のビュー
2026-08-25,2026-08-25,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-25,1,actions:offsite_conversion.fb_pixel_purchase,823,1.14,937,1930,1930.00,16,1.71,31,2059.77,120.62,13,1,6333,3.28,,,7日間のクリックまたは1日間のビュー
2026-08-26,2026-08-26,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-26,,actions:offsite_conversion.fb_pixel_purchase,884,1.06,934,2047,,12,1.28,24,2191.65,170.58,10,,,,,,7日間のクリックまたは1日間のビュー
2026-08-27,2026-08-27,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-27,1,actions:offsite_conversion.fb_pixel_purchase,841,1.12,938,2178,2178.00,17,1.81,33,2321.96,128.12,14,1,6715,3.08,,,7日間のクリックまたは1日間のビュー
2026-08-28,2026-08-28,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-28,,actions:offsite_conversion.fb_pixel_purchase,646,1.23,792,1752,,11,1.39,18,2212.12,159.27,10,,,,,,7日間のクリックまたは1日間のビュー
2026-08-29,2026-08-29,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-29,1,actions:offsite_conversion.fb_pixel_purchase,769,1.20,925,2116,2116.00,15,1.62,28,2287.57,141.07,11,1,8486,4.01,,,7日間のクリックまたは1日間のビュー
2026-08-30,2026-08-30,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-30,,actions:offsite_conversion.fb_pixel_purchase,866,1.06,922,2200,,13,1.41,25,2386.12,169.23,11,,,,,,7日間のクリックまたは1日間のビュー
2026-08-31,2026-08-31,リターゲティング,サイト訪問_30日,RT_クーポン訴求,2026-08-31,,actions:offsite_conversion.fb_pixel_purchase,755,1.07,809,1850,,13,1.61,23,2286.77,142.31,10,,,,,,7日間のクリックまたは1日間のビュー
2026-08-01,2026-08-01,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-01,1,actions:offsite_conversion.fb_pixel_purchase,765,1.10,838,1866,1866.00,13,1.55,21,2226.73,143.54,10,1,7247,3.88,,,7日間のクリックまたは1日間のビュー
2026-08-02,2026-08-02,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-02,1,actions:offsite_conversion.fb_pixel_purchase,867,1.15,994,2373,2373.00,19,1.91,34,2387.32,124.89,14,1,8375,3.53,,,7日間のクリックまたは1日間のビュー
2026-08-03,2026-08-03,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-03,,actions:offsite_conversion.fb_pixel_purchase,815,1.22,992,2121,,22,2.22,41,2138.10,96.41,18,,,,,,7日間のクリックまたは1日間のビュー
2026-08-04,2026-08-04,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-04,,actions:offsite_conversion.fb_pixel_purchase,752,1.21,913,2087,,15,1.64,26,2285.87,139.13,12,,,,,,7日間のクリックまたは1日間のビュー
2026-08-05,2026-08-05,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-05,1,actions:offsite_conversion.fb_pixel_purchase,773,1.09,844,1917,1917.00,17,2.01,33,2271.33,112.76,13,1,6366,3.32,,,7日間のクリックまたは1日間のビュー
2026-08-06,2026-08-06,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-06,1,actions:offsite_conversion.fb_pixel_purchase,865,1.19,1029,2173,2173.00,22,2.14,42,2111.76,98.77,17,1,7926,3.65,,,7日間のクリックまたは1日間のビュー
2026-08-07,2026-08-07,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-07,1,actions:offsite_conversion.fb_pixel_purchase,914,1.21,1105,2414,2414.00,20,1.81,39,2184.62,120.70,15,1,6940,2.87,,,7日間のクリックまたは1日間のビュー
2026-08-08,2026-08-08,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-08,,actions:offsite_conversion.fb_pixel_purchase,828,1.10,913,1883,,15,1.64,27,2062.43,125.53,13,,,,,,7日間のクリックまたは1日間のビュー
2026-08-09,2026-08-09,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-09,,actions:offsite_conversion.fb_pixel_purchase,949,1.08,1026,2518,,20,1.95,39,2454.19,125.90,15,,,,,,7日間のクリックまたは1日間のビュー
2026-08-10,2026-08-10,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-10,1,actions:offsite_conversion.fb_pixel_purchase,837,1.14,951,2001,2001.00,21,2.21,38,2104.10,95.29,18,1,6786,3.39,,,7日間のクリックまたは1日間のビュー
2026-08-11,2026-08-11,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-11,,actions:offsite_conversion.fb_pixel_purchase,794,1.15,915,2249,,15,1.64,24,2457.92,149.93,12,,,,,,7日間のクリックまたは1日間のビュー
2026-08-12,2026-08-12,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-12,,actions:offsite_conversion.fb_pixel_purchase,684,1.24,847,1967,,14,1.65,27,2322.31,140.50,11,,,,,,7日間のクリックまたは1日間のビュー
2026-08-13,2026-08-13,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-13,1,actions:offsite_conversion.fb_pixel_purchase,570,1.21,688,1603,1603.00,12,1.74,20,2329.94,133.58,9,1,7198,4.49,,,7日間のクリックまたは1日間のビュー
2026-08-14,2026-08-14,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-14,1,actions:offsite_conversion.fb_pixel_purchase,753,1.21,913,2055,2055.00,22,2.41,42,2250.82,93.41,16,1,6866,3.34,,,7日間のクリックまたは1日間のビュー
2026-08-15,2026-08-15,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-15,1,actions:offsite_conversion.fb_pixel_purchase,809,1.16,941,2174,2174.00,21,2.23,40,2310.31,103.52,15,1,6562,3.02,,,7日間のクリックまたは1日間のビュー
2026-08-16,2026-08-16,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-16,1,actions:offsite_conversion.fb_pixel_purchase,965,1.14,1103,2342,2342.00,22,1.99,39,2123.30,106.45,19,1,8496,3.63,,,7日間のクリックまたは1日間のビュー
2026-08-17,2026-08-17,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-17,,actions:offsite_conversion.fb_pixel_purchase,707,1.25,883,2147,,17,1.93,31,2431.48,126.29,14,,,,,,7日間のクリックまたは1日間のビュー
2026-08-18,2026-08-18,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-18,1,actions:offsite_conversion.fb_pixel_purchase,904,1.14,1030,2119,2119.00,24,2.33,44,2057.28,88.29,20,1,8873,4.19,,,7日間のクリックまたは1日間のビュー
2026-08-19,2026-08-19,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-19,,actions:offsite_conversion.fb_pixel_purchase,855,1.15,979,2272,,19,1.94,32,2320.74,119.58,16,,,,,,7日間のクリックまたは1日間のビュー
2026-08-20,2026-08-20,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-20,1,actions:offsite_conversion.fb_pixel_purchase,823,1.09,897,2072,2072.00,19,2.12,32,2309.92,109.05,16,1,8790,4.24,,,7日間のクリックまたは1日間のビュー
2026-08-21,2026-08-21,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-21,1,actions:offsite_conversion.fb_pixel_purchase,940,1.22,1148,2374,2374.00,24,2.09,42,2067.94,98.92,19,1,6972,2.94,,,7日間のクリックまたは1日間のビュー
2026-08-22,2026-08-22,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-22,1,actions:offsite_conversion.fb_pixel_purchase,1039,1.13,1177,2461,2461.00,26,2.21,48,2090.91,94.65,20,1,8504,3.46,,,7日間のクリックまたは1日間のビュー
2026-08-23,2026-08-23,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-23,,actions:offsite_conversion.fb_pixel_purchase,750,1.19,894,2112,,19,2.13,31,2362.42,111.16,14,,,,,,7日間のクリックまたは1日間のビュー
2026-08-24,2026-08-24,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-24,,actions:offsite_conversion.fb_pixel_purchase,575,1.22,704,1613,,14,1.99,27,2291.19,115.21,10,,,,,,7日間のクリックまたは1日間のビュー
2026-08-25,2026-08-25,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-25,1,actions:offsite_conversion.fb_pixel_purchase,677,1.08,728,1737,1737.00,17,2.34,30,2385.99,102.18,15,1,8688,5.00,,,7日間のクリックまたは1日間のビュー
2026-08-26,2026-08-26,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-26,1,actions:offsite_conversion.fb_pixel_purchase,676,1.06,717,1686,1686.00,13,1.81,25,2351.46,129.69,10,1,8592,5.10,,,7日間のクリックまたは1日間のビュー
2026-08-27,2026-08-27,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-27,,actions:offsite_conversion.fb_pixel_purchase,782,1.24,969,2067,,17,1.75,29,2133.13,121.59,13,,,,,,7日間のクリックまたは1日間のビュー
2026-08-28,2026-08-28,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-28,1,actions:offsite_conversion.fb_pixel_purchase,922,1.06,981,2421,2421.00,22,2.24,38,2467.89,110.05,18,1,6299,2.60,,,7日間のクリックまたは1日間のビュー
2026-08-29,2026-08-29,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-29,1,actions:offsite_conversion.fb_pixel_purchase,807,1.16,940,2212,2212.00,17,1.81,31,2353.19,130.12,12,1,6440,2.91,,,7日間のクリックまたは1日間のビュー
2026-08-30,2026-08-30,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-30,1,actions:offsite_conversion.fb_pixel_purchase,867,1.07,932,2013,2013.00,18,1.93,31,2159.87,111.83,13,1,8561,4.25,,,7日間のクリックまたは1日間のビュー
2026-08-31,2026-08-31,リターゲティング,サイト訪問_30日,RT_動的_閲覧商品,2026-08-31,1,actions:offsite_conversion.fb_pixel_purchase,726,1.19,865,1755,1755.00,20,2.31,39,2028.90,87.75,17,1,7105,4.05,,,7日間のクリックまたは1日間のビュー
2026-08-01,2026-08-01,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-01,,actions:offsite_conversion.fb_pixel_purchase,792,1.10,870,2137,,11,1.26,20,2456.32,194.27,9,,,,228,69,7日間のクリックまたは1日間のビュー
2026-08-02,2026-08-02,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-02,,actions:offsite_conversion.fb_pixel_purchase,1021,1.08,1106,2403,,11,0.99,18,2172.69,218.45,9,,,,241,88,7日間のクリックまたは1日間のビュー
2026-08-03,2026-08-03,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-03,1,actions:offsite_conversion.fb_pixel_purchase,657,1.24,812,1876,1876.00,11,1.35,18,2310.34,170.55,8,1,8738,4.66,177,69,7日間のクリックまたは1日間のビュー
2026-08-04,2026-08-04,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-04,,actions:offsite_conversion.fb_pixel_purchase,643,1.13,727,1698,,10,1.38,18,2335.63,169.80,8,,,,182,61,7日間のクリックまたは1日間のビュー
2026-08-05,2026-08-05,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-05,1,actions:offsite_conversion.fb_pixel_purchase,825,1.16,955,1944,1944.00,13,1.36,25,2035.60,149.54,10,1,8575,4.41,232,66,7日間のクリックまたは1日間のビュー
2026-08-06,2026-08-06,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-06,,actions:offsite_conversion.fb_pixel_purchase,834,1.17,975,2157,,10,1.03,16,2212.31,215.70,8,,,,212,59,7日間のクリックまたは1日間のビュー
2026-08-07,2026-08-07,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-07,,actions:offsite_conversion.fb_pixel_purchase,864,1.12,969,2254,,10,1.03,19,2326.11,225.40,8,,,,247,65,7日間のクリックまたは1日間のビュー
2026-08-08,2026-08-08,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-08,,actions:offsite_conversion.fb_pixel_purchase,746,1.15,857,1899,,11,1.28,21,2215.87,172.64,8,,,,202,69,7日間のクリックまたは1日間のビュー
2026-08-09,2026-08-09,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-09,,actions:offsite_conversion.fb_pixel_purchase,747,1.08,806,1940,,8,0.99,15,2406.95,242.50,6,,,,224,54,7日間のクリックまたは1日間のビュー
2026-08-10,2026-08-10,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-10,,actions:offsite_conversion.fb_pixel_purchase,888,1.08,959,2104,,11,1.15,20,2193.95,191.27,9,,,,225,74,7日間のクリックまたは1日間のビュー
2026-08-11,2026-08-11,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-11,,actions:offsite_conversion.fb_pixel_purchase,688,1.22,836,1890,,9,1.08,16,2260.77,210.00,7,,,,171,72,7日間のクリックまたは1日間のビュー
2026-08-12,2026-08-12,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-12,,actions:offsite_conversion.fb_pixel_purchase,831,1.09,905,2058,,11,1.22,19,2274.03,187.09,8,,,,193,60,7日間のクリックまたは1日間のビュー
2026-08-13,2026-08-13,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-13,,actions:offsite_conversion.fb_pixel_purchase,666,1.15,765,1570,,8,1.05,13,2052.29,196.25,7,,,,158,47,7日間のクリックまたは1日間のビュー
2026-08-14,2026-08-14,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-14,1,actions:offsite_conversion.fb_pixel_purchase,699,1.21,849,2056,2056.00,9,1.06,15,2421.67,228.44,7,1,7012,3.41,243,84,7日間のクリックまたは1日間のビュー
2026-08-15,2026-08-15,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-15,,actions:offsite_conversion.fb_pixel_purchase,990,1.12,1105,2395,,9,0.81,17,2167.42,266.11,7,,,,282,85,7日間のクリックまたは1日間のビュー
2026-08-16,2026-08-16,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-16,,actions:offsite_conversion.fb_pixel_purchase,825,1.14,937,2117,,9,0.96,15,2259.34,235.22,8,,,,217,62,7日間のクリックまたは1日間のビュー
2026-08-17,2026-08-17,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-17,,actions:offsite_conversion.fb_pixel_purchase,682,1.22,831,2035,,8,0.96,16,2448.86,254.38,6,,,,223,65,7日間のクリックまたは1日間のビュー
2026-08-18,2026-08-18,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-18,1,actions:offsite_conversion.fb_pixel_purchase,694,1.23,857,1857,1857.00,10,1.17,18,2166.86,185.70,9,1,7960,4.29,242,57,7日間のクリックまたは1日間のビュー
2026-08-19,2026-08-19,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-19,,actions:offsite_conversion.fb_pixel_purchase,855,1.25,1067,2316,,12,1.12,20,2170.57,193.00,9,,,,246,75,7日間のクリックまたは1日間のビュー
2026-08-20,2026-08-20,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-20,1,actions:offsite_conversion.fb_pixel_purchase,990,1.12,1109,2329,2329.00,10,0.90,17,2100.09,232.90,7,1,6909,2.97,264,76,7日間のクリックまたは1日間のビュー
2026-08-21,2026-08-21,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-21,,actions:offsite_conversion.fb_pixel_purchase,683,1.22,830,1860,,8,0.96,14,2240.96,232.50,6,,,,221,68,7日間のクリックまたは1日間のビュー
2026-08-22,2026-08-22,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-22,,actions:offsite_conversion.fb_pixel_purchase,668,1.20,802,1821,,8,1.00,13,2270.57,227.62,7,,,,219,76,7日間のクリックまたは1日間のビュー
2026-08-23,2026-08-23,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-23,,actions:offsite_conversion.fb_pixel_purchase,755,1.11,835,1960,,7,0.84,14,2347.31,280.00,6,,,,230,63,7日間のクリックまたは1日間のビュー
2026-08-24,2026-08-24,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-24,,actions:offsite_conversion.fb_pixel_purchase,737,1.18,870,1767,,6,0.69,11,2031.03,294.50,5,,,,208,56,7日間のクリックまたは1日間のビュー
2026-08-25,2026-08-25,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-25,,actions:offsite_conversion.fb_pixel_purchase,741,1.22,901,2141,,9,1.00,18,2376.25,237.89,7,,,,188,85,7日間のクリックまたは1日間のビュー
2026-08-26,2026-08-26,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-26,,actions:offsite_conversion.fb_pixel_purchase,837,1.23,1031,2273,,8,0.78,16,2204.66,284.12,6,,,,309,93,7日間のクリックまたは1日間のビュー
2026-08-27,2026-08-27,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-27,1,actions:offsite_conversion.fb_pixel_purchase,609,1.21,736,1669,1669.00,5,0.68,9,2267.66,333.80,4,1,7226,4.33,173,72,7日間のクリックまたは1日間のビュー
2026-08-28,2026-08-28,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-28,,actions:offsite_conversion.fb_pixel_purchase,936,1.20,1123,2417,,8,0.71,14,2152.27,302.12,6,,,,242,90,7日間のクリックまたは1日間のビュー
2026-08-29,2026-08-29,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-29,,actions:offsite_conversion.fb_pixel_purchase,975,1.16,1130,2329,,8,0.71,14,2061.06,291.12,6,,,,327,110,7日間のクリックまたは1日間のビュー
2026-08-30,2026-08-30,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-30,,actions:offsite_conversion.fb_pixel_purchase,716,1.19,854,1786,,7,0.82,13,2091.33,255.14,5,,,,200,81,7日間のクリックまたは1日間のビュー
2026-08-31,2026-08-31,リターゲティング,サイト訪問_30日,RT_レビュー動画,2026-08-31,,actions:offsite_conversion.fb_pixel_purchase,565,1.24,698,1683,,6,0.86,10,2411.17,280.50,5,,,,163,60,7日間のクリックまたは1日間のビュー
2026-08-01,2026-08-01,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-01,2,actions:offsite_conversion.fb_pixel_purchase,959,1.15,1102,2275,1137.50,21,1.91,35,2064.43,108.33,16,2,17053,7.50,,,7日間のクリックまたは1日間のビュー
2026-08-02,2026-08-02,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-02,1,actions:offsite_conversion.fb_pixel_purchase,832,1.06,879,2079,2079.00,15,1.71,25,2365.19,138.60,13,1,8681,4.18,,,7日間のクリックまたは1日間のビュー
2026-08-03,2026-08-03,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-03,1,actions:offsite_conversion.fb_pixel_purchase,519,1.13,584,1444,1444.00,9,1.54,15,2472.60,160.44,8,1,6851,4.74,,,7日間のクリックまたは1日間のビュー
2026-08-04,2026-08-04,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-04,1,actions:offsite_conversion.fb_pixel_purchase,764,1.21,924,1914,1914.00,14,1.52,23,2071.43,136.71,11,1,7682,4.01,,,7日間のクリックまたは1日間のビュー
2026-08-05,2026-08-05,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-05,1,actions:offsite_conversion.fb_pixel_purchase,765,1.23,943,2059,2059.00,13,1.38,23,2183.46,158.38,9,1,6471,3.14,,,7日間のクリックまたは1日間のビュー
2026-08-06,2026-08-06,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-06,1,actions:offsite_conversion.fb_pixel_purchase,851,1.10,933,2014,2014.00,16,1.71,31,2158.63,125.88,14,1,7107,3.53,,,7日間のクリックまたは1日間のビュー
2026-08-07,2026-08-07,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-07,,actions:offsite_conversion.fb_pixel_purchase,843,1.21,1018,2074,,14,1.38,27,2037.33,148.14,12,,,,,,7日間のクリックまたは1日間のビュー
2026-08-08,2026-08-08,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-08,1,actions:offsite_conversion.fb_pixel_purchase,964,1.13,1085,2252,2252.00,15,1.38,29,2075.58,150.13,11,1,8438,3.75,,,7日間のクリックまたは1日間のビュー
2026-08-09,2026-08-09,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-09,1,actions:offsite_conversion.fb_pixel_purchase,750,1.25,935,1912,1912.00,18,1.93,30,2044.92,106.22,13,1,7035,3.68,,,7日間のクリックまたは1日間のビュー
2026-08-10,2026-08-10,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-10,1,actions:offsite_conversion.fb_pixel_purchase,592,1.12,662,1449,1449.00,11,1.66,19,2188.82,131.73,8,1,6408,4.42,,,7日間のクリックまたは1日間のビュー
2026-08-11,2026-08-11,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-11,,actions:offsite_conversion.fb_pixel_purchase,519,1.20,621,1447,,9,1.45,15,2330.11,160.78,8,,,,,,7日間のクリックまたは1日間のビュー
2026-08-12,2026-08-12,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-12,1,actions:offsite_conversion.fb_pixel_purchase,734,1.12,825,1735,1735.00,13,1.58,23,2103.03,133.46,11,1,8485,4.89,,,7日間のクリックまたは1日間のビュー
2026-08-13,2026-08-13,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-13,1,actions:offsite_conversion.fb_pixel_purchase,591,1.16,687,1480,1480.00,11,1.60,21,2154.29,134.55,8,1,6740,4.55,,,7日間のクリックまたは1日間のビュー
2026-08-14,2026-08-14,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-14,1,actions:offsite_conversion.fb_pixel_purchase,707,1.09,773,1710,1710.00,15,1.94,26,2212.16,114.00,13,1,7313,4.28,,,7日間のクリックまたは1日間のビュー
2026-08-15,2026-08-15,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-15,1,actions:offsite_conversion.fb_pixel_purchase,643,1.16,743,1582,1582.00,14,1.88,23,2129.21,113.00,10,1,6543,4.14,,,7日間のクリックまたは1日間のビュー
2026-08-16,2026-08-16,リターゲティング,既存顧客_リピート,RT_クーポン訴求,2026-08-16,,actions:offsite_conversion.fb_pixel_purchase,787,1.18,929,2162,,13,1.40,22,2327.23,166.31,10,,,,,,7日間のクリックまたは1日間のビュー
